연도,시도,학제,학급수,학급수_특수,학생수,학업중단자_전체,자퇴_전체,전출_전체,전입_전체,학업중단률_급,다문화학생_계,국제결혼_국내출생_전체,국제결혼_중도입국_전체,외국인가정_전체,해외출국_급,학생1인당_교지면적,학생1인당_건물면적,일반교실수,교과교실수,특별교실수,학급당_학생수_급,특수학급_비율_급,다문화_비율_급,중도입국_비율_급,외국인가정_비율_급,해외출국_비율_급,자퇴_비율_급,교실_학생당,GRDP_1인당,사교육_참여율,사교육비_1인당_만원,교원1인당_학생수,학력향상_억원,학력향상_세출비중,학력향상_학생당_천원,누리과정_억원,누리과정_학생당_천원,누리과정_세출비중,다문화이탈주민_억원,다문화이탈주민_학생당_천원,다문화이탈주민_세출비중,돌봄교실_억원,돌봄교실_학생당_천원,돌봄교실_세출비중,미달률_중_실측,미달률_고_실측,실측미달률,위험도_pct,위험도_점수
2019,울산,중,1228,56,30935,140,0,653,526,0.4,455,344,45,66,61,31.22130273153386,19.31365766930661,1136,349,522,25.191368078175895,4.5602605863192185,1.4708259253272993,0.14546630030709554,0.2133505737837401,0.19718765152739615,0.0,64.8779699369646,65112.0,73.0,27.4,13.97,17.2611254,0.0909595735823404,12.94781859233533,,,,,,,,,,,,,3.713,14.88
2020,울산,중,1265,62,31797,139,0,751,605,0.4,633,485,57,91,61,30.824794791961505,19.333207535302076,1116,400,539,25.13596837944664,4.901185770750988,1.9907538447023303,0.17926219454665535,0.2861905211183445,0.1918419976727364,0.0,64.62873856024154,60895.0,65.2,25.4,13.71,22.1892384,0.1163201845250576,16.992180112570356,,,,,,,,,,,,,4.879,21.27
2021,울산,중,1297,64,32766,80,0,658,537,0.3,817,654,76,87,28,30.0989745467863,18.824909967649397,1119,388,537,25.262914417887433,4.934464148033924,2.493438320209974,0.23194775071720686,0.2655191356894342,0.08545443447476042,0.0,62.38173716657511,69392.0,73.7,30.0,13.52,106.4357404,0.5220406721469071,81.73532514206728,,,,,,,,,,,,,4.938,21.6
2022,울산,중,1321,67,32966,111,0,654,535,0.3,975,791,70,114,31,29.890341564035676,18.734635685251472,1134,363,535,24.955336866010597,5.071915215745648,2.957592671237032,0.21233998665291512,0.3458108354061761,0.09403627980343385,0.0,61.6392646969605,77511.0,78.4,36.7,13.11,107.17389,0.5295094518742159,83.09792747319206,962.49164,746.27374721841,4.755341256437695,31.1720768,24.169459344203823,0.154010545853556,13.03168,10.104192350336891,0.0643850636922872,,,,5.315,23.67
2023,울산,중,1300,69,32426,147,0,604,482,0.4,999,808,80,111,53,30.659316597791896,19.046783445383333,1129,367,530,24.943076923076923,5.3076923076923075,3.0808610374390923,0.24671559859372108,0.342317893048788,0.16344908406834022,0.0,62.480725343859866,77511.0,78.2,36.8,13.12,128.46564,0.5364987619080567,100.46424549549548,835.462442,653.3583912037037,3.4890618670773104,20.2579127,15.84233663350851,0.0846011827161838,9.81302,7.6740959709709715,0.0409811766055032,,,,5.596,25.21
2024,울산,중,1307,72,32514,107,0,641,557,0.3,1020,804,57,159,27,30.55403826044165,19.030110106415695,1232,254,528,24.87681713848508,5.508798775822494,3.137110167927662,0.175309097619487,0.4890201144122532,0.08304115150396751,0.0,61.94254782555207,77511.0,79.8,39.9,13.02,19.70815,0.0883009817906145,15.62774561890413,773.8410465,613.6238573467608,3.4671404548791527,17.4965,13.87399888985806,0.078391839310107,24.565566,19.479475061454288,0.1100642929976755,,,,5.91,26.93
2012,울산,초,2869,108,71544,321,0,5685,5845,0.4,566,538,20,8,272,23.550109023817512,13.695026836632003,0,0,0,24.93691181596375,3.764377831997211,0.7911215475791121,0.027954825002795485,0.011181930001118194,0.3801856200380186,0.0,0.0,62242.0,70.9,22.4,17.3,,,,,,,,,,,,,1.1333333333333333,0.9333333333333332,,,
2013,울산,초,2813,113,67156,262,0,4356,4517,0.4,778,614,38,126,217,26.0245994401096,14.65949431175174,0,0,0,23.8734447209385,4.017063633131888,1.1584966347012926,0.05658466853296801,0.18762284829352552,0.3231282387277384,0.0,0.0,62653.0,67.3,22.4,16.53,72.0326196,0.5294413953283255,44.224620485145415,,,,,,,,,,1.5,0.9666666666666668,,,
2014,울산,초,2884,116,65810,230,0,3904,3880,0.3,998,878,53,67,197,25.657362103023857,15.270855493086158,0,0,0,22.81900138696255,4.0221914008321775,1.5164868561008964,0.08053487311958668,0.1018082358304209,0.29934660385959583,0.0,0.0,60925.0,67.6,22.2,15.87,55.2649519,0.3821602073133626,35.23719014008174,,,,,,,,,,1.3333333333333337,0.8833333333333333,,,
2015,울산,초,2887,116,66134,223,0,4797,4792,0.3,1392,1199,88,105,187,25.9256660719146,15.325959415731695,3031,129,717,22.907516453065465,4.01801177693107,2.104817491759156,0.13306317476638338,0.15876856080079838,0.28275924637856475,0.0,58.623400973780505,62605.0,69.6,21.9,15.59,21.9741507,0.1586214787919036,14.522219160157023,,,,,,,,,,1.1666666666666667,0.7999999999999999,,,
2016,울산,초,2880,117,65629,219,0,3808,3711,0.3,1776,1520,84,172,187,26.107071568971037,15.731185908668424,3050,139,749,22.787847222222222,4.0625,2.706120769781651,0.12799219857075378,0.2620792637401149,0.2849350134848923,0.0,60.00396166328909,64021.0,68.1,23.9,15.1,32.4735959,0.2221054655012037,22.314021782450357,,,,,,,,,,0.8000000000000002,0.9333333333333332,,,
2017,울산,초,2923,123,66016,216,0,3318,2987,0.3,2055,1785,108,162,161,26.205056349975763,15.93680319922443,3081,150,735,22.585015395141976,4.208005473828258,3.1128817256422683,0.1635967038293747,0.24539505574406204,0.2438802714493456,0.0,60.07634512845371,65370.0,69.4,23.6,14.68,53.9152973,0.3265041107255539,38.271185005359285,,,,,,,,,,,,,,
2018,울산,초,2926,132,67290,244,0,3510,3231,0.4,2236,1937,106,193,142,25.69710209540793,15.692257393371971,3098,170,710,22.997265892002734,4.511278195488721,3.3229305989002826,0.1575271214147719,0.2868182493684054,0.21102689849903403,0.0,59.11725367810968,63793.0,73.3,26.5,14.31,51.6167683,0.3042849463253022,37.708676972304815,,,,,,,,,,,,,,
2019,울산,초,2983,133,68512,241,0,2971,2587,0.4,2421,2098,105,218,165,25.68268332554881,15.95700023353573,3222,190,702,22.967482400268185,4.45859872611465,3.5336875291919667,0.15325782344698738,0.3181924334423167,0.24083372255955163,0.0,60.04787482484821,65112.0,73.0,27.4,13.97,17.2611254,0.0909595735823404,12.94781859233533,,,,,,,,,,,,,,
2020,울산,초,2946,144,67397,271,0,4193,3946,0.4,2427,2099,97,231,179,25.73347478374408,16.186610680000594,3191,165,698,22.877460964019008,4.887983706720977,3.6010504918616557,0.14392332002908143,0.34274522604863716,0.2655904565485111,0.0,60.151045298752166,60895.0,65.2,25.4,13.71,22.1892384,0.1163201845250576,16.992180112570356,,,,,,,,,,,,,,
2021,울산,초,2960,157,66919,142,0,3185,2849,0.2,2475,2087,105,283,65,26.1224315964076,16.534631420075016,3253,185,676,22.60777027027027,5.304054054054054,3.6985011730599684,0.15690611037224106,0.4228993260508973,0.09713235403995876,0.0,61.47730838775236,69392.0,73.7,30.0,13.52,106.4357404,0.5220406721469071,81.73532514206728,,,,,,,,,,,,,,
2022,울산,초,3105,169,66450,233,0,2976,2464,0.3,2370,1928,101,341,134,26.235094055680964,16.723686982693756,3366,183,651,21.40096618357488,5.442834138486313,3.566591422121896,0.15199398043641837,0.5131677953348383,0.2016553799849511,0.0,63.20541760722348,77511.0,78.4,36.7,13.11,107.17389,0.5295094518742159,83.09792747319206,962.49164,746.27374721841,4.755341256437695,31.1720768,24.169459344203823,0.154010545853556,13.03168,10.104192350336891,0.0643850636922872,,,,,
2023,울산,초,3057,174,65103,286,0,2256,1964,0.4,2427,1924,102,401,175,26.91716203554368,17.133619034453098,3425,180,640,21.296368989205103,5.691854759568204,3.72793880466338,0.15667480761255242,0.6159470377709169,0.26880481698232034,0.0,65.20436846228284,77511.0,78.2,36.8,13.12,128.46564,0.5364987619080567,100.46424549549548,835.462442,653.3583912037037,3.4890618670773104,20.2579127,15.84233663350851,0.0846011827161838,9.81302,7.6740959709709715,0.0409811766055032,,,,,
2024,울산,초,2984,177,62345,285,0,3259,3066,0.4,2414,1827,160,427,167,28.347309327131285,18.05091025743845,3377,209,659,20.89309651474531,5.931635388739946,3.8720025663645843,0.2566364584168738,0.6848985484000321,0.2678643034726121,0.0,68.08886037372685,77511.0,79.8,39.9,13.02,19.70815,0.0883009817906145,15.62774561890413,773.8410465,613.6238573467608,3.4671404548791527,17.4965,13.87399888985806,0.078391839310107,24.565566,19.479475061454288,0.1100642929976755,,,,,
2012,인천,고,3403,65,107592,1940,0,1305,1255,1.8,170,115,32,23,183,20.72167075619005,14.177215778124769,0,0,0,31.616808698207464,1.9100793417572732,0.15800431258829653,0.02974198825191464,0.02137705405606365,0.17008699531563684,0.0,0.0,23770.0,66.6,20.3,18.09,,,,,,,,,,,,,1.3,1.6666666666666667,1.6666666666666667,2.119,6.13
2013,인천,고,3396,83,105310,1718,1668,1175,1114,1.6,215,157,35,23,157,21.87714367106637,15.220662805051752,0,0,0,31.010011778563015,2.4440518256772674,0.20415914917861552,0.033235210331402525,0.02184028107492166,0.14908365777229132,1.5838951666508405,0.0,24526.0,65.3,20.8,17.37,96.2046463,0.365004671606512,26.42955744991813,,,,,,,,,,2.1,1.9,1.9,2.335,7.31
2014,인천,고,3370,87,101513,1568,1501,1175,1077,1.5,309,238,44,27,143,22.75092845251347,16.13699723188163,0,0,0,30.122551928783384,2.5816023738872405,0.3043945110478461,0.04334420222040527,0.026597578635248687,0.1408686572163171,1.4786283530188251,0.0,26068.0,65.9,21.1,16.76,108.4672379,0.3745376874548951,30.576287030329,,,,,,,,,,2.5,2.333333333333333,2.333333333333333,2.708,9.36
2015,인천,고,3382,95,98764,1306,1230,1230,1229,1.3,408,300,51,57,191,23.5215260621279,16.83918229314325,3324,681,1518,29.202838557066823,2.8089887640449436,0.4131059900368555,0.05163824875460694,0.057713336843384234,0.19339030415941033,1.245393058199344,55.92118585719493,27798.0,65.9,21.3,16.52,42.9091729,0.1452716333978846,12.430235486674391,,,,,,,,,,2.9,2.766666666666667,2.766666666666667,3.635,14.45
2016,인천,고,3397,103,96539,1076,1013,1351,1246,1.1,481,349,83,49,150,24.74095443292348,17.699644703176954,3334,712,1515,28.418899028554605,3.0320871357079775,0.498244232900693,0.08597561607226095,0.050756689006515504,0.1553776194077005,1.0493168564000042,57.603662768414836,29120.0,64.9,23.2,16.04,90.9174485,0.2937036988580381,27.137754684766968,,,,,,,,,,3.1333333333333333,3.1666666666666665,3.1666666666666665,3.947,16.16
2017,인천,고,3378,109,92195,1234,1162,1213,1172,1.3,522,384,54,84,150,26.060220185476435,18.615011660068333,3307,649,1651,27.29277679100059,3.226761397276495,0.5661912251206681,0.05857150604696568,0.09111123162861326,0.16269862790823797,1.26037203752915,60.81674711209936,30284.0,68.0,25.1,15.71,80.6846875,0.2349870616091659,24.63722285497922,,,,,,,,,,,,,4.679,20.18
2018,인천,고,3315,108,84916,1188,1122,1120,1085,1.3,542,346,79,117,123,28.134886240520043,20.277568420556783,3315,607,1659,25.615686274509805,3.2579185520361995,0.6382778275001177,0.09303311507843044,0.13778322106552357,0.14484902727401197,1.3213057609873287,65.72377408262282,30194.0,72.6,27.7,15.3,81.0700633,0.2101262345263027,25.30655756792528,,,,,,,,,,,,,6.03,27.59
2019,인천,고,3265,113,78401,1324,1267,1089,1035,1.6,655,405,85,165,112,30.481090802413235,22.016275302610936,3252,642,1697,24.012557427258805,3.4609494640122507,0.835448527442252,0.10841698447723881,0.21045649927934593,0.14285532072294996,1.6160508156783715,71.3128659073226,30584.0,75.1,31.3,15.04,96.3579746,0.228155314146353,30.715425167032183,,,,,,,,,,,,,7.867,37.67
2020,인천,고,3221,110,74886,1235,1197,1187,1137,1.6,775,457,118,200,111,31.33016852282136,23.043880030980425,3167,675,1669,23.24930145917417,3.4150884818379383,1.0349063910477259,0.1575728440562989,0.2670726170445744,0.1482253024597388,1.5984296130117779,73.59185962663248,30367.0,66.6,30.1,14.78,92.067566,0.2162515085391891,29.876546599169263,,,,,,,,,,,,,9.181,44.88
2021,인천,고,3192,110,73573,684,669,1116,1031,0.9,986,604,105,277,32,32.18237668709989,23.82980169355606,3187,663,1699,23.049185463659146,3.4461152882205512,1.3401655498620417,0.1427153983118807,0.3764968126894377,0.043494216628382695,0.9093009663871258,75.42169002215486,33551.0,73.9,34.4,14.56,206.5804367,0.4205739091221876,67.25127099359652,,,,,,,,,,,,,10.4,51.57
2022,인천,고,3172,109,71760,1093,1074,1070,1055,1.5,1147,681,111,355,43,33.96982998885173,24.906034002229653,3192,660,1695,22.62295081967213,3.4363177805800755,1.5983835005574136,0.15468227424749165,0.4947045707915273,0.05992196209587514,1.4966555183946488,77.29933110367892,35295.0,77.9,38.6,14.19,347.71882,0.7248747795728094,113.4508194314389,2269.4660022,740.4625887703797,4.731060194247496,43.30714,14.12989529940325,0.0902805708400505,166.7780911,54.41497557856134,0.3476752625114925,,,,13.054,66.13
2023,인천,고,3207,110,73603,1264,1237,1052,1050,1.8,1371,775,160,436,44,33.1135687404046,24.293656508566222,3184,660,1656,22.950732772061116,3.4299968818210167,1.8626958140293197,0.21738244365039466,0.5923671589473255,0.059780172003858545,1.680638017472114,74.72521500482317,35295.0,77.3,42.4,14.26,401.96991,0.7507696045741646,131.03256500777454,2147.09879,699.9027906809966,4.010191980663348,54.203153,17.668929918408192,0.1012366317281881,223.4071969,72.82539643577783,0.4172634038095925,,,,15.541,79.78
2024,인천,고,3216,115,75486,1434,1411,1247,1242,1.9,1721,943,193,585,72,32.51829478313859,23.75588850912752,3165,656,1641,23.472014925373134,3.5758706467661687,2.2798929602840263,0.2556765492939088,0.7749781416421588,0.09538192512518877,1.8692207826616858,72.35778819913627,35295.0,78.0,45.9,14.26,162.51888,0.3182241225301551,53.08715080879087,2037.890206,665.6813331329867,3.990341445973212,57.838062,18.892930592939088,0.1132512513548869,193.8560913,63.32352003684637,0.3795847261011651,,,,19.227,100.0
2012,인천,중,2992,100,103593,1058,0,3745,4186,1.0,474,402,50,22,340,17.7676483932312,10.576660585174674,0,0,0,34.62332887700535,3.342245989304813,0.4575598737366424,0.04826580946589055,0.02123695616499184,0.32820750436805574,0.0,0.0,23770.0,66.6,20.3,18.09,,,,,,,,,,,,,1.3,1.6666666666666667,1.3,2.64,8.99
2013,인천,중,2992,107,100776,890,0,3245,3675,0.9,561,440,69,52,279,17.970300468365483,10.981959990473923,0,0,0,33.68181818181818,3.5762032085561493,0.5566801619433198,0.06846868301976661,0.05159958720330237,0.27685163134079543,0.0,0.0,24526.0,65.3,20.8,17.37,96.2046463,0.365004671606512,26.42955744991813,,,,,,,,,,2.1,1.9,2.1,2.952,10.7
2014,인천,중,2972,114,96490,743,0,2641,2848,0.7,689,527,102,60,289,18.594299927453623,11.702518395688672,0,0,0,32.466352624495286,3.835800807537012,0.7140636335371541,0.10571043631464401,0.06218260959684941,0.29951290289149135,0.0,0.0,26068.0,65.9,21.1,16.76,108.4672379,0.3745376874548951,30.576287030329,,,,,,,,,,2.5,2.333333333333333,2.5,3.288,12.54
2015,인천,중,2930,114,89337,559,0,2307,2427,0.6,768,581,98,89,244,19.89904518844376,12.82102600266407,2761,557,927,30.490443686006827,3.8907849829351533,0.8596662077302798,0.10969699004891591,0.09962277667707668,0.2731231180809743,0.0,47.51670640384163,27798.0,65.9,21.3,16.52,42.9091729,0.1452716333978846,12.430235486674391,,,,,,,,,,2.9,2.766666666666667,2.9,3.542,13.94
2016,인천,중,2885,117,82893,481,0,2116,2131,0.5,880,652,109,119,238,21.15706995765625,13.858347508233503,2779,522,919,28.732409012131715,4.055459272097054,1.0616095448349077,0.1314948186215965,0.14355856344926593,0.28711712689853186,0.0,50.90900317276488,29120.0,64.9,23.2,16.04,90.9174485,0.2937036988580381,27.137754684766968,,,,,,,,,,3.1333333333333333,3.1666666666666665,3.1333333333333333,4.031,16.62
2017,인천,중,2850,121,78826,476,0,1755,1964,0.6,974,695,129,150,192,22.510605637733743,14.649620683530816,2758,555,913,27.65824561403509,4.245614035087719,1.2356329129982493,0.1636515870398092,0.19029254306954557,0.24357445512901832,0.0,53.61175246745997,30284.0,68.0,25.1,15.71,80.6846875,0.2349870616091659,24.63722285497922,,,,,,,,,,,,,4.407,18.68
2018,인천,중,2871,119,76565,516,0,1791,1720,0.7,1204,842,158,204,206,23.17249395938092,15.106889570952784,2776,550,906,26.66840822013236,4.144897248345524,1.5725200809769475,0.20636060863318748,0.2664402795010775,0.26905243910402926,0.0,55.27329719845883,30194.0,72.6,27.7,15.3,81.0700633,0.2101262345263027,25.30655756792528,,,,,,,,,,,,,5.162,22.83
2019,인천,중,2889,114,74458,566,0,1662,1669,0.7,1391,915,200,276,240,23.92990679309141,15.863775551317522,2826,512,918,25.772931810314986,3.9460020768431985,1.8681672889414167,0.2686078057428349,0.3706787719251121,0.32232936689140185,0.0,57.15974106207526,30584.0,75.1,31.3,15.04,96.3579746,0.228155314146353,30.715425167032183,,,,,,,,,,,,,6.136,28.17
2020,인천,중,2909,128,76346,523,0,1979,1869,0.7,1719,1087,208,424,238,23.57879915123255,15.814633379613865,2871,493,932,26.244757648676522,4.4001375042970094,2.251591438975192,0.27244387394231523,0.5553663584208733,0.3117386634532261,0.0,56.27013857962434,30367.0,66.6,30.1,14.78,92.067566,0.2162515085391891,29.876546599169263,,,,,,,,,,,,,7.44,35.33
2021,인천,중,2932,135,78333,279,0,1658,1522,0.4,2014,1248,202,564,114,24.065285384193125,16.075038617185605,2939,489,974,26.71657571623465,4.604365620736699,2.5710747705309385,0.2578734377593096,0.7200030638428249,0.14553253418099651,0.0,56.19598381269707,33551.0,73.9,34.4,14.56,206.5804367,0.4205739091221876,67.25127099359652,,,,,,,,,,,,,8.041,38.62
2022,인천,중,2995,140,78827,339,0,2056,2044,0.4,2415,1458,234,723,102,24.44635721263019,16.643878366549533,3053,466,989,26.319532554257094,4.674457429048414,3.0636710771689906,0.29685260126606366,0.91719842186053,0.12939728773136108,0.0,57.18852677382115,35295.0,77.9,38.6,14.19,347.71882,0.7248747795728094,113.4508194314389,2269.4660022,740.4625887703797,4.731060194247496,43.30714,14.12989529940325,0.0902805708400505,166.7780911,54.41497557856134,0.3476752625114925,,,,9.363,45.88
2023,인천,중,3025,144,78085,476,0,1916,2318,0.6,2706,1528,284,894,161,25.095652173913045,17.01267849138759,3085,480,985,25.813223140495868,4.760330578512397,3.4654543126080553,0.3637062175834027,1.1449061919702888,0.2061855670103093,0.0,58.26983415508741,35295.0,77.3,42.4,14.26,401.96991,0.7507696045741646,131.03256500777454,2147.09879,699.9027906809966,4.010191980663348,54.203153,17.668929918408192,0.1012366317281881,223.4071969,72.82539643577783,0.4172634038095925,,,,11.018,54.96
2024,인천,중,3053,150,79918,552,0,1985,2335,0.7,3173,1744,298,1131,192,24.50113866713381,16.974023373958307,3153,480,997,26.176875204716673,4.91320013101867,3.970319577567006,0.37288220425936586,1.41520058059511,0.2402462524087189,0.0,57.93438274231087,35295.0,78.0,45.9,14.26,162.51888,0.3182241225301551,53.08715080879087,2037.890206,665.6813331329867,3.990341445973212,57.838062,18.892930592939088,0.1132512513548869,193.8560913,63.32352003684637,0.3795847261011651,,,,12.654,63.93
2012,인천,초,6740,272,164928,812,0,15384,16692,0.5,1824,1569,160,95,638,18.54284293752425,12.045704792394258,0,0,0,24.470029673590503,4.035608308605341,1.1059371362048895,0.09701202949165696,0.057600892510671325,0.38683546759798215,0.0,0.0,23770.0,66.6,20.3,18.09,,,,,,,,,,,,,1.3,1.6666666666666667,,,
2013,인천,초,6717,289,157918,720,0,13049,13891,0.4,2166,1766,185,215,584,19.642105396471585,13.135817322914423,0,0,0,23.510198005061785,4.3025160041685275,1.3715979179067619,0.1171494066540863,0.1361466077331273,0.36981218100533186,0.0,0.0,24526.0,65.3,20.8,17.37,96.2046463,0.365004671606512,26.42955744991813,,,,,,,,,,2.1,1.9,,,
2014,인천,초,6757,287,156740,724,0,11482,12197,0.5,2664,2238,202,224,585,19.677280847262985,13.455276253668496,0,0,0,23.196684919342903,4.247447091904691,1.6996299604440477,0.12887584534898558,0.1429118285058058,0.37322955212453746,0.0,0.0,26068.0,65.9,21.1,16.76,108.4672379,0.3745376874548951,30.576287030329,,,,,,,,,,2.5,2.333333333333333,,,
2015,인천,초,6753,290,157099,620,0,10710,10769,0.4,3340,2660,311,369,482,19.559029656458662,13.51306500996187,7148,181,1442,23.263586554124092,4.29438767954983,2.126047906097429,0.19796434095697618,0.23488373573351834,0.30681290141885054,0.0,55.83103648018128,27798.0,65.9,21.3,16.52,42.9091729,0.1452716333978846,12.430235486674391,,,,,,,,,,2.9,2.766666666666667,,,
